,0
26,"It does this through the formulation of policy, coordinating and monitoring environmental issues, environmental planning and policy-oriented environmental research."
27,The National Environment Management Council (NEMC) is an institution that was initiated when the National Environment Management Act was first introduced in year 1983.
28,This council has the role to advise governments and the international community on a range of environmental issues.
30,"The Environmental Management Act, 2004, is the first comprehensive legal and institutional framework to guide environmental-management decisions."
31,"The policy tools that are parts of the act include the use of environmental-impact assessments, strategics environmental assessments, and taxation on pollution for specific industries and products."
32,"The effectiveness of shifting of this act will only become clear over time as concerns regarding its implementation become apparent based on the fact that, historically, there has been a lack of capacity to enforce environmental laws and a lack of working tools to bring environmental-protection objectives into practice."
33,"Following this, they began establishing environmental protection agencies and putting controls on some of its industrial waste."
34,China was one of the first developing countries to implement a sustainable development strategy.
35,In 1983 the State Council announced that environmental protection would be one of China's basic national policies and in 1984 the National Environmental Protection Agency (NEPA) was established.
36,"Following severe flooding of the Yangtze River basin in 1998, NEPA was upgraded to the State Environmental Protection Agency (SEPA) meaning that environmental protection was now being implemented at a ministerial level."
37,"In 2008, SEPA became known by its current name of Ministry of Environmental Protection of the People's Republic of China (MEP)."
38,Environmental pollution and ecological degradation has resulted in economic losses for China.
39,"However, the high economic growth has put immense pressure on its environment and the environmental challenges that China faces are greater than most countries."
40,In 2010 China was ranked 121st out of 163 countries on the Environmental Performance Index.
42,"The EU is active in the field of environmental policy, issuing directives such as those on environmental impact assessment and on access to environmental information for citizens in the member states."
43,"Under the Islamic Educational, Scientific and Cultural Organization, the member states join the Islamic Environment Ministers Conference in every two years, focusing on the importance of environment protection and sustainable development."
44,"There is an authorized state body, the Federal Ministry of Natural Resources and Ecology."
45,"However, there are a lot of environmental issues in Russia."
46,"The list includes six Latin American countries: Brazil, Colombia, Ecuador, Mexico, Peru and Venezuela."
47,"Mexico and Brazil stand out among the rest because they have the largest area, population and number of species."
48,"These countries represent a major concern for environmental protection because they have high rates of deforestation, ecosystems loss, pollution, and population growth."
49,"It was first created in the year 1973 with the name Special Secretariat for the Environment (Secretaria Especial de Meio Ambiente), changing names several times, and adopting the final name in the year 1999."
50,"Three decades later, at the beginning of the 1970s, the Law to Prevent and Control Environmental Pollution was created (Ley para Prevenir y Controlar la Contaminación Ambiental)."
51,In the year 1972 was the first direct response from the federal government to address eminent health effects from environmental issues.
52,It established the administrative organization of the Secretariat for the Improvement of the Environment (Subsecretaría para el Mejoramiento del Ambiente) in the Department of Health and Welfare.
53,"The Secretariat of Environment and Natural Resources (Secretaría del Medio Ambiente y Recursos Naturales, SEMARNAT) is Mexico's environment ministry."
57,"Direct work and studies on national meteorological, climatological, hydrological, and geohydrological systems, and participate in international conventions on these subjects."
58,"More progressive environmental protection had it start in the 1960s and 1970s with major international programs such as the United Nations Conference on the Human Environment in 1972, the Environment Committee of the OECD in 1970, and the United Nations Environment Programme of 1972."
59,These events laid the foundations by increasing public awareness and support for regulation.
60,"State environmental legislation was irregular and deficient until the Australian Environment Council (AEC) and Council of Nature Conservation Ministers (CONCOM) were established in 1972 and 1974, creating a forum to assist in coordinating environmental and conservation policies between states and neighbouring countries."
61,"It concerns matters of national and international environmental significance regarding flora, fauna, ecological communities and cultural heritage."
62,"It also has jurisdiction over any activity conducted by the Commonwealth, or affecting it, that has significant environmental impact."
63,Each state in Australia has its own environmental protection legislation and corresponding agencies.
64,"Their jurisdiction is similar and covers point-source pollution, such as from industry or commercial activities, land/water use, and waste management."
65,"Most protected lands are managed by states and territories with state legislative acts creating different degrees and definitions of protected areas such as wilderness, national land and marine parks, state forests, and conservation areas."
66,"States also create regulation to limit and provide general protection from air, water, and sound pollution."
67,"At a local level, each city or regional council has responsibility over issues not covered by state or national legislation."
68,"This includes non-point source, or diffuse pollution, such as sediment pollution from construction sites."
69,Australia ranks second place on the UN 2010 Human Development Index and one of the lowest debt to GDP ratios of the developed economies.
70,"This could be seen as coming at the cost of the environment, with Australia being the world leader in coal exportation and species extinctions."
71,Some have been motivated to proclaim it is Australia's responsibility to set the example of environmental reform for the rest of the world to follow.
72,At a regional level the regional councils administer the legislation and address regional environmental issues.
73,The pollution in Switzerland is mainly the pollution caused by vehicles and the litteration by tourists.
74,"All US states have their own state-level departments of environmental protection, which may issue regulations more stringent than the federal ones."
75,Books such as Antarctica and Blockade have environmental protection as subjects whereas The Lorax has become a popular metaphor for environmental protection.
76,"""The Limits of Trooghaft"" by Desmond Stewart is a short story that provides insight into human attitudes towards animals."
77,"Another book called The Martian Chronicles by Ray Bradbury investigates issues such as bombs, wars, government control, and what effects these can have on the environment."
