,0
79,"In response, Sheikh Jaber al-Ahmad al-Sabah ruled the banknotes as invalid and refused to reimburse stolen notes, which became worthless because of a UN embargo."
80,"After the conflict ended, many of the stolen banknotes made their way back into circulation."
81,"Today, the stolen banknotes are a collectible for numismatists."
82,The Kuwaiti resistance's casualty rate far exceeded that of the coalition military forces and Western hostages.
83,The resistance predominantly consisted of ordinary citizens who lacked any form of training and supervision.
84,"The Iran–Iraq war had been going on for five years by that time and both sides sustained significant casualties, reaching into the hundreds of thousands."
85,Within President Ronald Reagan's National Security Council concern was growing that the war could spread beyond the boundaries of the two belligerents.
86,"A National Security Planning Group meeting was formed, chaired by then Vice President George Bush, to review US options."
87,"It was determined that the conflict would likely spread into Saudi Arabia and other Gulf states, but that the United States had little capability to defend the region."
88,"Furthermore, it was determined that a prolonged war in the region would induce much higher oil prices and threaten the fragile recovery of the world economy, which was just beginning to gain momentum."
89,"On 22 May 1984, President Reagan was briefed on the project conclusions in the Oval Office by William Flynn Martin who had served as the head of the NSC staff that organized the study."
90,"(The full declassified presentation can be seen here:) The conclusions were threefold: first, oil stocks needed to be increased among members of the International Energy Agency and, if necessary, released early if the oil market was disrupted; second, the United States needed to beef up the security of friendly Arab states in the region; and third, an embargo should be placed on sales of military equipment to Iran and Iraq."
91,"The plan was approved by President Reagan and later affirmed by the G-7 leaders headed by the United Kingdom's Prime Minister, Margaret Thatcher, in the London Summit of 1984."
92,The plan was implemented and became the basis for US preparedness to respond to the Iraqi occupation of Kuwait in 1991.
93,"Within hours of the invasion, Kuwait and US delegations requested a meeting of the UN Security Council, which passed Resolution 660, condemning the invasion and demanding a withdrawal of Iraqi troops."
94,"On 3 August 1990, the Arab League passed its own resolution, which called for a solution to the conflict from within the league, and warned against outside intervention."
95,Iraq and Libya were the only two Arab League states that opposed the resolution for Iraq to withdraw from Kuwait; the PLO opposed it as well.
96,The Arab states of Yemen and Jordan – a Western ally which bordered Iraq and relied on the country for economic support – opposed military intervention from non-Arab states.
97,"Resolution 665 followed soon after, which authorized a naval blockade to enforce the sanctions."
98,"Specifically, he called for Israel to withdraw from occupied territories in Palestine, Syria, and Lebanon, Syria to withdraw from Lebanon, and ""mutual withdrawals by Iraq and Iran and arrangement for the situation in Kuwait."""
99,"He also called for a replacement of US troops that mobilized in Saudi Arabia in response to Kuwait's invasion with ""an Arab force"", as long as that force did not involve Egypt."
100,"Additionally, he requested an ""immediate freeze of all boycott and siege decisions"" and a general normalization of relations with Iraq."
101,"In the video, he asks a young British boy, Stuart Lockwood, whether he is getting his milk, and goes on to say, through his interpreter, ""We hope your presence as guests here will not be for too long."
102,"Your presence here, and in other places, is meant to prevent the scourge of war."
103,"""Another Iraqi proposal communicated in August 1990 was delivered to US National Security Advisor Brent Scowcroft by an unidentified Iraqi official."
104,"The official communicated to the White House that Iraq would ""withdraw from Kuwait and allow foreigners to leave"" provided that the UN lifted sanctions, allowed ""guaranteed access to the Persian Gulf through the Kuwaiti islands of Bubiyan and Warbah"", and allowed Iraq to ""gain full control of the Rumaila oil field that extends slightly into Kuwaiti territory""."
105,"The proposal also ""include[d] offers to negotiate an oil agreement with the United States 'satisfactory to both nations' national security interests,' develop a joint plan 'to alleviate Iraq's economical and financial problems' and 'jointly work on the stability of the gulf."
106,"'""On 29 November 1990, the Security Council passed Resolution 678, which gave Iraq until 15 January 1991 to withdraw from Kuwait, and empowered states to use ""all necessary means"" to force Iraq out of Kuwait after the deadline."
107,"In December 1990, Iraq made a proposal to withdraw from Kuwait provided that foreign troops left the region and that an agreement was reached regarding the Palestinian problem and the dismantlement of both Israel's and Iraq's weapons of mass destruction."
108,The White House rejected the proposal.
109,"The French proposal was supported by Belgium (at the moment one of the rotating Council members), Germany, Spain, Italy, Algeria, Morocco, Tunisia, and several non-aligned nations."
110,"The US, the UK, and the Soviet Union rejected it; US Ambassador to the UN Thomas Pickering stated that the French proposal was unacceptable, because it went beyond previous Council resolutions on the Iraqi invasion."
111,"France dropped this proposal when it found ""no tangible sign of interest"" from Baghdad."
112,"Following Kuwait's conquest, the Iraqi Army was within easy striking distance of Saudi oil fields."
113,"Control of these fields, along with Kuwaiti and Iraqi reserves, would have given Saddam control over the majority of the world's oil reserves."
114,Iraq also had a number of grievances with Saudi Arabia.
115,The Saudis had lent Iraq some 26 billion dollars during its war with Iran.
116,"The Saudis had backed Iraq in that war, as they feared the influence of Shia Iran's Islamic revolution on its own Shia minority."
117,"After the war, Saddam felt he should not have to repay the loans due to the help he had given the Saudis by fighting Iran."
118,"Soon after his conquest of Kuwait, Saddam began verbally attacking the Saudis."
119,He argued that the US-supported Saudi state was an illegitimate and unworthy guardian of the holy cities of Mecca and Medina.
120,He combined the language of the Islamist groups that had recently fought in Afghanistan with the rhetoric Iran had long used to attack the Saudis.
122,The US also sent the battleships USS Missouri and USS Wisconsin to the region.
127,"Two Air National Guard units were stationed at Al Kharj Air Base, the South Carolina Air National Guard's 169th Fighter Wing flew bombing missions with 24 F-16s flying 2,000 combat missions and dropping four million pounds (1,800,000 kilograms; 1,800 metric tons) of munitions, and the New York Air National Guard's 174th Fighter Wing from Syracuse flew 24 F-16s on bombing missions."
128,"Military buildup continued from there, eventually reaching 543,000 troops, twice the number used in the 2003 invasion of Iraq."
129,"Much of the material was airlifted or carried to the staging areas via fast sealift ships, allowing a quick buildup."
130,"The first stop was Saudi Arabia, which a month before had already granted permission to the United States to use its facilities."
131,"However, Baker believed that Saudi Arabia should assume some of the cost of the military efforts to defend it."
132,"Baker then moved to enter talks with Egypt, whose leadership he considered ""the moderate voice of the Middle East""."
133,"President Mubarak of Egypt was furious with Saddam for his invasion of Kuwait, and for the fact that Saddam had assured Mubarak that an invasion was not his intention."
134,"Assad had a deep personal enmity towards Saddam, which was defined by the fact that ""Saddam had been trying to kill him [Assad] for years."""
135,"Harboring this animosity and impressed with Baker's diplomatic initiative to visit Damascus (relations had been severed since the 1983 bombing of US Marine barracks in Beirut), Assad agreed to pledge up to 100,000 Syrian troops to the coalition effort."
136,This was a vital step in ensuring Arab states were represented in the coalition.
137,"In exchange, Washington gave Syrian dictator President Hafez al-Assad the green light to wipe out forces opposing Syria's rule in Lebanon and arranged for weapons valued at a billion dollars to be provided to Syria, mostly through Gulf states."
138,"In exchange for Iran's support for the US-led intervention, the US government promised the Iranian government to end US opposition to World Bank loans to Iran."
139,"Although Germany's constitution (which was brokered essentially by the United States) prohibited military involvement in outside nations, Kohl committed a two billion dollar contribution to the coalition's war effort, as well as further economic and military support of coalition ally Turkey, and the transportation of Egyptian soldiers and ships to the Persian Gulf."
140,"A coalition of forces opposing Iraq's aggression was formed, consisting of forces from 39 countries: Afghanistan, Argentina, Australia, Bahrain, Bangladesh, Belgium, Canada, Czechoslovakia, Denmark, Egypt, France, Germany, Greece, Honduras, Hungary, Italy, Kuwait, Morocco, the Netherlands, New Zealand, Niger, Norway, Oman, Pakistan, Poland, Portugal, Qatar, Saudi Arabia, Senegal, Sierra Leone, Singapore, South Korea, Spain, Sweden, Syria, Turkey, the United Arab Emirates, the United Kingdom and the United States."
141,It was the largest coalition since World War II.
142,Some felt that the war was an internal Arab affair or did not want to increase US influence in the Middle East.
143,"In the end, however, many nations were persuaded by Iraq's belligerence towards other Arab states, offers of economic aid or debt forgiveness, and threats to withhold aid."
144,"In addition, the US moved to support its ally Saudi Arabia, whose importance in the region, and as a key supplier of oil, made it of considerable geopolitical importance."
145,"Shortly after the Iraqi invasion, US Defense Secretary Dick Cheney made the first of several visits to Saudi Arabia where King Fahd requested US military assistance."
146,"During a speech in a special joint session of the US Congress given on 11 September 1990, US President George Bush summed up the reasons with the following remarks: ""Within three days, 120,000 Iraqi troops with 850 tanks had poured into Kuwait and moved south to threaten Saudi Arabia."
147,It was then that I decided to act to check that aggression.
148,"""The Pentagon stated that satellite photos showing a buildup of Iraqi forces along the border were this information's source, but this was later alleged to be false."
149,"Iraq was also known to possess biological weapons and chemical weapons, which Saddam had used against Iranian troops during the Iran–Iraq War and against his own country's Kurdish population in the Al-Anfal campaign."
150,"Iraq was also known to have a nuclear weapons program, but the report about it from January 1991 was partially declassified by the CIA on 26 May 2001."
151,"Shortly after Iraq's invasion of Kuwait, the organization Citizens for a Free Kuwait was formed in the US."
152,The Senate supported the military actions in a 52–47 vote.
153,"However, a year after the war, this allegation was revealed to be a fabrication."
154,The young woman who had testified was found to be a member of Kuwait's Royal Family and the daughter of Kuwait's ambassador to the US.
155,She hadn't lived in Kuwait during the Iraqi invasion.
156,"This prompted a reexamination by Amnesty International, which had originally promoted an account alleging even greater numbers of babies torn from incubators than the original fake testimony."
157,"After finding no evidence to support it, the organization issued a retraction."
158,President Bush then repeated the incubator allegations on television.
159,"In reality, the Iraqi Army did commit various well-documented crimes during its occupation of Kuwait, such as the summary execution without trial of three brothers, after which their bodies were stacked and left to decay in a public street."
160,Iraqi troops also ransacked and looted private Kuwaiti homes; one residence was repeatedly defecated in.
161,"For 42 consecutive days and nights, the coalition forces subjected Iraq to one of the most intensive air bombardments in military history."
163,"The air campaign was commanded by USAF Lieutenant General Chuck Horner, who briefly served as US Central Command's Commander-in-Chief – Forward while General Schwarzkopf was still in the US."
165,The priority was the destruction of Iraq's Air Force and anti-aircraft facilities.
166,The sorties were launched mostly from Saudi Arabia and the six carrier battle groups (CVBG) in the Persian Gulf and Red Sea.
167,The next targets were command and communication facilities.
168,"Saddam Hussein had closely micromanaged Iraqi forces in the Iran–Iraq War, and initiative at lower levels was discouraged."
169,Coalition planners hoped that Iraqi resistance would quickly collapse if deprived of command and control.
170,"The air campaign's third and largest phase targeted military targets throughout Iraq and Kuwait: Scud missile launchers, weapons research facilities, and naval forces."
171,"About a third of the coalition's air power was devoted to attacking Scuds, some of which were on trucks and therefore difficult to locate."
172,US and British special operations forces had been covertly inserted into western Iraq to aid in the search for and destruction of Scuds.
173,"Iraqi anti-aircraft defenses, including man-portable air-defense systems, were surprisingly ineffective against enemy aircraft, and the coalition suffered only 75 aircraft losses in over 100,000 sorties, 44 due to Iraqi action."
174,Two of these losses are the result of aircraft colliding with the ground while evading Iraqi ground-fired weapons.
175,One of these losses is a confirmed air-air victory.
177,"""Five hours after the first attacks, Iraq's state radio broadcast declared that ""The dawn of victory nears as this great showdown begins."""
178,Iraq fired eight missiles the next day.
179,These missile attacks were to continue throughout the war.
180,Iraq fired 88 Scud missiles during the war's seven weeks.
181,Iraq hoped to provoke a military response from Israel.
182,"The Iraqi government hoped that many Arab states would withdraw from the Coalition, as they would be reluctant to fight alongside Israel."
183,"Following the first attacks, Israeli Air Force jets were deployed to patrol the northern airspace with Iraq."
184,"Israel prepared to militarily retaliate, as its policy for the previous 40 years had always been retaliation."
185,"However, President Bush pressured Israeli Prime Minister Yitzhak Shamir not to retaliate and withdraw Israeli jets, fearing that if Israel attacked Iraq, the other Arab nations would either desert the coalition or join Iraq."
186,"It was also feared that if Israel used Syrian or Jordanian airspace to attack Iraq, they would intervene in the war on Iraq's side or attack Israel."
187,"According to the Jewish Virtual Library, Iraqi attacks killed 74 Israelis: two directly and the rest from suffocation and heart attacks."
188,Approximately 230 Israelis were injured.
189,"Extensive property damage was also caused, and, according to the Israel Ministry of Foreign Affairs, ""Damage to general property consisted of 1,302 houses, 6,142 apartments, 23 public buildings, 200 shops and 50 cars."""
190,It was feared that Iraq would fire missiles filled with nerve agents such as sarin.
191,"As a result, Israel's government issued gas masks to its citizens."
192,"When the first Iraqi missiles hit Israel, some people injected themselves with an antidote for nerve gas."
193,"It has been suggested that the sturdy construction techniques used in Israeli cities, coupled with the fact that Scuds were only launched at night, played an important role in limiting the number of casualties from Scud attacks."
194,"In response to the threat of Scuds on Israel, the US rapidly sent a Patriot missile air defense artillery battalion to Israel along with two batteries of MIM-104 Patriot missiles for the protection of civilians."
195,The Royal Netherlands Air Force also deployed a Patriot missile squadron to Israel and Turkey.
196,"The Dutch Defense Ministry later stated that the military use of the Patriot missile system was largely ineffective, but its psychological value for the affected populations was high."
197,"Coalition air forces were also extensively exercised in ""Scud hunts"" in the Iraqi desert, trying to locate the camouflaged trucks before they fired their missiles at Israel or Saudi Arabia."
198,"On the ground, special operations forces also infiltrated Iraq, tasked with locating and destroying Scuds - including the ill-fated Bravo Two Zero patrol of the SAS."
199,"Once special operations were combined with air patrols, the number of attacks fell sharply, then increased slightly as Iraqi forces adjusted to coalition tactics."
200,"As the Scud attacks continued, the Israelis grew increasingly impatient, and considered taking unilateral military action against Iraq."
201,"On 22 January 1991, a Scud missile hit the Israeli city of Ramat Gan, after two coalition Patriots failed to intercept it."
202,"Three elderly people suffered fatal heart attacks, another 96 people were injured, and 20 apartment buildings were damaged."
203,"After this attack, the Israelis warned that if the US failed to stop the attacks, they would."
204,The missiles were fired at both military and civilian targets.
205,"One Saudi civilian was killed, and 78 others were injured."
206,No casualties were reported in Bahrain or Qatar.
207,The Saudi government issued all its citizens and expatriates with gas masks in the event of Iraq using missiles with chemical or biological warheads.
208,The government broadcast alerts and 'all clear' messages over television to warn citizens during Scud attacks.
210,"The Battle of Khafji ended two days later when the Iraqis were driven back by the Saudi Arabian National Guard, supported by Qatari forces and US Marines."
211,The allied forces used extensive artillery fire.
212,"Both sides suffered casualties, although Iraqi forces sustained substantially more dead and captured than the allied forces."
213,"Eleven Americans were killed in two separate friendly fire incidents, an additional 14 US airmen were killed when their AC-130 gunship was shot down by an Iraqi surface-to-air missile, and two US soldiers were captured during the battle."
214,Saudi and Qatari forces had a total of 18 dead.
216,The Battle of Khafji was an example of how air power could single-handedly hinder the advance of enemy ground forces.
218,Precision stand-off attacks were conducted during the night and through to the next day.
220,"Some crews simply abandoned their vehicles upon realizing that they could be destroyed by guided bombs, stopping the divisions from massing for an organized attack on the town."
221,"One Iraqi soldier, who had fought in the Iran–Iraq War, remarked that his brigade ""had sustained more punishment from allied airpower in 30 minutes at Khafji than in eight years of fighting against Iran."""
222,"It was the spearhead of VII Corps, consisting primarily of the 1st Battalion, 41st Infantry Regiment, 3rd Battalion, 66th Armor Regiment, and the 4th Battalion, 3rd Field Artillery Regiment."
223,"Task Force 1–41 was the first coalition force to breach the Saudi Arabian border on 15 February 1991, and to conduct ground combat operations in Iraq engaging in direct and indirect fire fights with the enemy on 17 February 1991."
224,Shortly after arrival in theatre Task Force 1–41 Infantry received a counter-reconnaissance mission.
225,"1–41 Infantry was assisted by the 1st Squadron, 4th Armored Cavalry Regiment."
226,This joint effort would become known as Task Force Iron.
227,Counter-reconnaissance generally includes destroying or repelling the enemy's reconnaissance elements and denying their commander any observation of friendly forces.
228,On 15 February 1991 4th Battalion of the 3rd Field Artillery Regiment fired on a trailer and a few trucks in the Iraqi sector observing American forces.
229,On 16 February 1991 several groups of Iraqi vehicles appeared to be performing reconnaissance on the Task Force and were driven away by fire from 4–3 FA.
230,"Another enemy platoon, including six vehicles, was reported as being to the northeast of the Task Force."
232,Later that evening another group of Iraqi vehicles was spotted moving towards the center of the Task Force.
233,They appeared to be Iraqi Soviet-made BTRs and tanks.
234,For the next hour the Task Force fought several small battles with Iraqi reconnaissance units.
238,Later that evening the Task Force received enemy artillery fire but suffered no casualties.
239,"Prior to this action the Task Force's primary fire support battalion, 4th Battalion of the 3rd Field Artillery Regiment, participated in a massive artillery preparation."
240,Around 300 guns from multiple nations participated in the artillery barrage.
241,"Over 14,000 rounds were fired during these missions."
242,"M270 Multiple Launch Rocket Systems contributed an additional 4,900 rockets fired at Iraqi targets."
243,One Iraqi unit that was totally destroyed during the preparation was the Iraqi 48th Infantry Division Artillery Group.
245,This artillery prep was supplemented by air attacks by B-52 bombers and Lockheed AC-130 fixed wing gunships.
247,"One artillery mission struck a series of Iraqi bunkers, reinforced by Iraqi T-55 tanks, in the sector of the Iraqi 25th Infantry Division."
248,"The same day the 2nd Brigade, 1st Cavalry Division with the 1st Battalion, 5th Cavalry, 1st Battalion, 32nd Armor, and the 1st Battalion, 8th Cavalry destroyed Iraqi bunkers and combat vehicles in the sector of the Iraqi 25th Infantry Division."
249,"On 24 February 2nd Brigade, 1st Infantry Division rolled through the breach in the Iraqi defense west of Wadi Al-Batin and also cleared the northeastern sector of the breach site of enemy resistance."
251,Also on 24 February the 1st Infantry Division along with the 1st Cavalry Division destroyed Iraqi outposts and patrols belonging to the Iraqi 26th Infantry Division.
252,The two divisions also began capturing prisoners.
253,The 1st Infantry Division cleared a zone between Phase Line Vermont and Phase Line Kansas.
254,"The 1st Squadron, 4th Armored Cavalry Regiment handled similar responsibilities in its sector of operations."
255,"The 1st Infantry Division's 5th Battalion, 16th Infantry also played a significant role clearing the trenches and captured 160 Iraqi soldiers in the process."
256,Once into Iraqi territory Task Force 1-41 Infantry encountered multiple Iraqi defensive positions and bunkers.
257,These defensive positions were occupied by a brigade-sized element.
258,Task Force 1-41 Infantry elements dismounted and prepared to engage the enemy soldiers who occupied these well-prepared and heavily fortified bunkers.
259,The Task Force found itself engaged in six hours of combat in order to clear the extensive bunker complex.
260,"The Iraqis engaged the Task Force with small arms fire, RPGs, mortar fire, and what was left of Iraqi artillery assets."
261,A series of battles unfolded resulting in heavy Iraqi casualties and the Iraqis being removed from their defensive positions with many becoming prisoners of war.
262,Some escaped to be killed or captured by other coalition forces.
263,"In the process of clearing the bunkers, Task Force 1-41 captured two brigade command posts and the command post of the Iraqi 26th Infantry Division."
264,"The Task Force also captured a brigade commander, several battalion commanders, company commanders, and staff officers."
267,"The battles at 73 Easting, Norfolk, and Medina Ridge are well noted for their historic significance."
268,Some consider the battle of Medina Ridge the largest tank battle of the war.
269,The US Marine Corps also fought the biggest tank battle in its history at Kuwait International Airport.
270,The US 3rd Armored Division also fought a significant battle at Objective Dorset not far from where the battle of Norfolk was taking place.
271,The US 3rd Armored Division destroyed approximately 300 enemy combat vehicles during this particular encounter with Iraqi forces.
272,"The Iraqis suffered the loss of over 3,000 tanks and over 2,000 other combat vehicles during these battles against the American-led coalition."
273,"For months, American units in Saudi Arabia had been under almost constant Iraqi artillery fire, as well as threats from Scud missiles and chemical attacks."
274,"On 24 February 1991, the 1st and 2nd Marine Divisions and the 1st Light Armored Infantry Battalion crossed into Kuwait and headed toward Kuwait City."
275,"They encountered trenches, barbed wire, and minefields."
276,"However, these positions were poorly defended, and were overrun in the first few hours."
277,"Several tank battles took place, but otherwise coalition troops encountered minimal resistance, as most Iraqi troops surrendered."
278,The general pattern was that the Iraqis would put up a short fight before surrendering.
279,"However, Iraqi air defenses shot down nine US aircraft."
280,"It was decided to send British armored forces into Kuwait 15 hours ahead of schedule, and to send US forces after the Republican Guard."
281,"The coalition advance was preceded by a heavy artillery and rocket barrage, after which 150,000 troops and 1,500 tanks began their advance."
282,"Iraqi forces in Kuwait counterattacked against US troops, acting on a direct order from Saddam Hussein himself."
283,Iraqi troops offered only light resistance.
284,The Kuwaitis quickly liberated the city despite losing one soldier and having one plane shot down.
285,"On 27 February, Saddam ordered a retreat from Kuwait, and President Bush declared it liberated."
286,"However, an Iraqi unit at Kuwait International Airport appeared not to have received the message and fiercely resisted."
287,"US Marines had to fight for hours before securing the airport, after which Kuwait was declared secure."
288,"After four days of fighting, Iraqi forces were expelled from Kuwait."
289,"As part of a scorched earth policy, they set fire to nearly 700 oil wells and placed land mines around the wells to make extinguishing the fires more difficult."
290,"The first units to move into Iraq were three patrols of the British Special Air Service's B squadron, call signs Bravo One Zero, Bravo Two Zero, and Bravo Three Zero, in late January."
291,"These eight-man patrols landed behind Iraqi lines to gather intelligence on the movements of Scud mobile missile launchers, which could not be detected from the air, as they were hidden under bridges and camouflage netting during the day."
292,Other objectives included the destruction of the launchers and their fiber-optic communications arrays that lay in pipelines and relayed coordinates to the TEL operators launching attacks against Israel.
293,The operations were designed to prevent any possible Israeli intervention.
294,"Due to lack of sufficient ground cover to carry out their assignment, One Zero and Three Zero abandoned their operations, while Two Zero remained, and was later compromised, with only Sergeant Chris Ryan escaping to Syria."
295,"Elements of the 2nd Brigade, 1st Battalion 5th Cavalry of the 1st Cavalry Division of the US Army performed a direct attack into Iraq on 15 February 1991, followed by one in force on 20 February that led directly through seven Iraqi divisions which were caught off guard."
298,"It was a feint attack, designed to make the Iraqis think that a coalition invasion would take place from the south."
299,"The Iraqis fiercely resisted, and the Americans eventually withdrew as planned back into the Wadi Al-Batin."
300,"Three US soldiers were killed and nine wounded, with one M2 Bradley IFV turret destroyed, but they had taken 40 prisoners and destroyed five tanks, and successfully deceived the Iraqis."
301,This attack led the way for the XVIII Airborne Corps to sweep around behind the 1st Cav and attack Iraqi forces to the west.
302,"On 22 February 1991, Iraq agreed to a Soviet-proposed ceasefire agreement."
303,"The agreement called for Iraq to withdraw troops to pre-invasion positions within six weeks following a total ceasefire, and called for monitoring of the ceasefire and withdrawal to be overseen by the UN Security Council."
304,"The coalition rejected the proposal, but said that retreating Iraqi forces would not be attacked, and gave 24 hours for Iraq to withdraw its forces."
307,"Iraqi resistance was light, and four Americans were killed."
308,"Simultaneously, the US XVIII Airborne Corps launched a sweeping ""left-hook"" attack across southern Iraq's largely undefended desert, led by the US 3rd Armored Cavalry Regiment and the 24th Infantry Division (Mechanized)."
309,This movement's left flank was protected by the French Division Daguet.
310,The 101st Airborne Division conducted a combat air assault into enemy territory.
311,The 101st Airborne Division had struck 249 km (155 mi) behind enemy lines.
312,It was the deepest air assault operation in history.
313,"Approximately 400 helicopters transported 2,000 soldiers into Iraq where they destroyed Iraqi columns trying to flee westward and prevented the escape of Iraqi forces."
314,The 101st Airborne Division travelled a further 80 to 100 km (50 to 60 mi) into Iraq.
